"3","David","Feezor","USA","40"
"266","NPR","HRK","2018-01-31","266"
"267","NZD","HNL","2018-01-31","267"
"268","OMR","HKD","2018-01-31","268"
"269","PAB","GYD","2018-01-31","269"
"270","PEN","GTQ","2018-01-31","270"
"271","PGK","GNF","2018-01-31","271"
"272","PHP","GMD","2018-01-31","272"
"273","PKR","GIP","2018-01-31","273"
"274","PLN","GHS","2018-01-31","274"
"275","PYG","GGP","2018-01-31","275"
"276","QAR","GEL","2018-01-31","276"
"277","RON","GBP","2018-01-31","277"
"278","RSD","FKP","2018-01-31","278"
"279","RUB","FJD","2018-01-31","279"
"280","RWF","EUR","2018-01-31","280"
"281","SAR","ETB","2018-01-31","281"
"282","SBD","ERN","2018-01-31","282"
"283","SCR","EGP","2018-01-31","283"
"284","SDG","DZD","2018-01-31","284"
"285","SEK","DOP","2018-01-31","285"
"286","SGD","DKK","2018-01-31","286"
"287","SHP","DJF","2018-01-31","287"
"288","SLL","CZK","2018-01-31","288"
"289","SOS","CVE","2018-01-31","289"
"290","SPL","CUP","2018-01-31","290"
"291","SRD","CUC","2018-01-31","291"
"292","STD","CRC","2018-01-31","292"
"293","SVC","COP","2018-01-31","293"
"294","SYP","CNY","2018-01-31","294"
"295","SZL","CLP","2018-01-31","295"
"296","THB","CHF","2018-01-31","296"
"297","TJS","CDF","2018-01-31","297"
"298","TMT","CAD","2018-01-31","298"
"299","TND","BZD","2018-01-31","299"
"300","TOP","BYR","2018-01-31","300"
"301","TRY","BWP","2018-01-31","301"
"302","TTD","BTN","2018-01-31","302"
"303","TVD","BSD","2018-01-31","303"
"304","TWD","BRL","2018-01-31","304"
"305","TZS","BOB","2018-01-31","305"
"306","UAH","BND","2018-01-31","306"
"307","UGX","BMD","2018-01-31","307"
"308","USD","BIF","2018-01-31","308"
"309","UYU","BHD","2018-01-31","309"
"310","UZS","BGN","2018-01-31","310"
"311","VEF","BDT","2018-01-31","311"
"312","VND","BBD","2018-01-31","312"
"313","VUV","BAM","2018-01-31","313"
"314","WST","AZN","2018-01-31","314"
"315","XAF","AWG","2018-01-31","315"
"316","XCD","AUD","2018-01-31","316"
"317","XDR","ARS","2018-01-31","317"
"318","XOF","AOA","2018-01-31","318"
"319","XPF","ANG","2018-01-31","319"
"320","YER","AMD","2018-01-31","320"
"321","ZAR","ALL","2018-01-31","321"
"322","ZMW","AFN","2018-01-31","322"
"323","ZWD","AED","2018-01-31","323"
"324","AFN","ZMW","2018-01-31","324"
"325","ALL","ZAR","2018-01-31","325"
"326","AMD","YER","2018-01-31","326"
"327","ANG","XPF","2018-01-31","327"
"328","AOA","XOF","2018-01-31","328"
"329","ARS","XDR","2018-01-31","329"
"330","AUD","XCD","2018-01-31","330"
"331","AWG","XAF","2018-01-31","331"
"332","AZN","WST","2018-01-31","332"
"333","BAM","VUV","2018-01-31","333"
"334","BBD","VND","2018-01-31","334"
"335","BDT","VEF","2018-01-31","335"
"336","BGN","UZS","2018-01-31","336"
"337","BHD","UYU","2018-01-31","337"
"338","BIF","USD","2018-01-31","338"
"339","BMD","UGX","2018-01-31","339"
"340","BND","UAH","2018-01-31","340"
"341","BOB","TZS","2018-01-31","341"
"342","BRL","TWD","2018-01-31","342"
"343","BSD","TVD","2018-01-31","343"
"344","BTN","TTD","2018-01-31","344"
"345","BWP","TRY","2018-01-31","345"
"346","BYR","TOP","2018-01-31","346"
"347","BZD","TND","2018-01-31","347"
"348","CAD","TMT","2018-01-31","348"
"349","CDF","TJS","2018-01-31","349"
"350","CHF","THB","2018-01-31","350"
"351","CLP","SZL","2018-01-31","351"
"352","CNY","SYP","2018-01-31","352"
"353","COP","SVC","2018-01-31","353"
"354","CRC","STD","2018-01-31","354"
"355","CUC","SRD","2018-01-31","355"
"356","CUP","SPL","2018-01-31","356"
"357","CVE","SOS","2018-01-31","357"
"358","CZK","SLL","2018-01-31","358"
"359","DJF","SHP","2018-01-31","359"
"360","DKK","SGD","2018-01-31","360"
"361","DOP","SEK","2018-01-31","361"
"362","DZD","SDG","2018-01-31","362"
"363","EGP","SCR","2018-01-31","363"
"364","ERN","SBD","2018-01-31","364"
"365","ETB","SAR","2018-01-31","365"
"366","EUR","RWF","2018-01-31","366"
"367","FJD","RUB","2018-01-31","367"
"368","FKP","RSD","2018-01-31","368"
"369","GBP","RON","2018-01-31","369"
"370","GEL","QAR","2018-01-31","370"
"371","GGP","PYG","2018-01-31","371"
"372","GHS","PLN","2018-01-31","372"
"373","GIP","PKR","2018-01-31","373"
"374","GMD","PHP","2018-01-31","374"
"375","GNF","PGK","2018-01-31","375"
"376","GTQ","PEN","2018-01-31","376"
"377","GYD","PAB","2018-01-31","377"
"378","HKD","OMR","2018-01-31","378"
"379","HNL","NZD","2018-01-31","379"
"380","HRK","NPR","2018-01-31","380"
"381","HTG","NOK","2018-01-31","381"
"382","HUF","NIO","2018-01-31","382"
"383","IDR","NGN","2018-01-31","383"
"384","ILS","NAD","2018-01-31","384"
"385","IMP","MZN","2018-01-31","385"
"386","INR","MYR","2018-01-31","386"
"387","IQD","MXN","2018-01-31","387"
"388","IRR","MWK","2018-01-31","388"
"389","ISK","MVR","2018-01-31","389"
"390","JEP","MUR","2018-01-31","390"
"391","JMD","MRO","2018-01-31","391"
"392","JOD","MOP","2018-01-31","392"
"393","JPY","MNT","2018-01-31","393"
"394","KES","MMK","2018-01-31","394"
"395","KGS","MKD","2018-01-31","395"
"396","KHR","MGA","2018-01-31","396"
"397","KMF","MDL","2018-01-31","397"
"398","KPW","MAD","2018-01-31","398"
"399","KRW","LYD","2018-01-31","399"
"400","KWD","LSL","2018-01-31","400"
"401","KYD","LRD","2018-01-31","401"
"402","KZT","LKR","2018-01-31","402"
"403","LAK","LBP","2018-01-31","403"
"404","LBP","LAK","2018-01-31","404"
"405","LKR","KZT","2018-01-31","405"
"406","LRD","KYD","2018-01-31","406"
"407","LSL","KWD","2018-01-31","407"
"408","LYD","KRW","2018-01-31","408"
"409","MAD","KPW","2018-01-31","409"
"410","MDL","KMF","2018-01-31","410"
"411","MGA","KHR","2018-01-31","411"
"412","MKD","KGS","2018-01-31","412"
"413","MMK","KES","2018-01-31","413"
"414","MNT","JPY","2018-01-31","414"
"415","MOP","JOD","2018-01-31","415"
"416","MRO","JMD","2018-01-31","416"
"417","MUR","JEP","2018-01-31","417"
"418","MVR","ISK","2018-01-31","418"
"419","MWK","IRR","2018-01-31","419"
"420","MXN","IQD","2018-01-31","420"
"421","MYR","INR","2018-01-31","421"
"422","MZN","IMP","2018-01-31","422"
"423","NAD","ILS","2018-01-31","423"
"424","NGN","IDR","2018-01-31","424"
"425","NIO","HUF","2018-01-31","425"
"426","NOK","HTG","2018-01-31","426"
"427","NPR","HRK","2018-01-31","427"
"428","NZD","HNL","2018-01-31","428"
"429","OMR","HKD","2018-01-31","429"
"430","PAB","GYD","2018-01-31","430"
"431","PEN","GTQ","2018-01-31","431"
"432","PGK","GNF","2018-01-31","432"
"433","PHP","GMD","2018-01-31","433"
"434","PKR","GIP","2018-01-31","434"
"435","PLN","GHS","2018-01-31","435"
"436","PYG","GGP","2018-01-31","436"
"437","QAR","GEL","2018-01-31","437"
"438","RON","GBP","2018-01-31","438"
"439","RSD","FKP","2018-01-31","439"
"440","RUB","FJD","2018-01-31","440"
"441","RWF","EUR","2018-01-31","441"
"442","SAR","ETB","2018-01-31","442"
"443","SBD","ERN","2018-01-31","443"
"444","SCR","EGP","2018-01-31","444"
"445","SDG","DZD","2018-01-31","445"
"446","SEK","DOP","2018-01-31","446"
"447","SGD","DKK","2018-01-31","447"
"448","SHP","DJF","2018-01-31","448"
"449","SLL","CZK","2018-01-31","449"
"450","SOS","CVE","2018-01-31","450"
"451","SPL","CUP","2018-01-31","451"
"452","SRD","CUC","2018-01-31","452"
"453","STD","CRC","2018-01-31","453"
"454","SVC","COP","2018-01-31","454"
"455","SYP","CNY","2018-01-31","455"
"456","SZL","CLP","2018-01-31","456"
"457","THB","CHF","2018-01-31","457"
"458","TJS","CDF","2018-01-31","458"
"459","TMT","CAD","2018-01-31","459"
"460","TND","BZD","2018-01-31","460"
"461","TOP","BYR","2018-01-31","461"
"462","TRY","BWP","2018-01-31","462"
"463","TTD","BTN","2018-01-31","463"
"464","TVD","BSD","2018-01-31","464"
"465","TWD","BRL","2018-01-31","465"
"466","TZS","BOB","2018-01-31","466"
"467","UAH","BND","2018-01-31","467"
"468","UGX","BMD","2018-01-31","468"
"469","USD","BIF","2018-01-31","469"
"470","UYU","BHD","2018-01-31","470"
"471","UZS","BGN","2018-01-31","471"
"472","VEF","BDT","2018-01-31","472"
"473","VND","BBD","2018-01-31","473"
"474","VUV","BAM","2018-01-31","474"
"475","WST","AZN","2018-01-31","475"
"476","XAF","AWG","2018-01-31","476"
"477","XCD","AUD","2018-01-31","477"
"478","XDR","ARS","2018-01-31","478"
"479","XOF","AOA","2018-01-31","479"
"480","XPF","ANG","2018-01-31","480"
"481","YER","AMD","2018-01-31","481"
"482","ZAR","ALL","2018-01-31","482"
"483","ZMW","AFN","2018-01-31","483"
"484","ZWD","AED","2018-01-31","484"
"485","AFN","ZMW","2018-01-31","485"
"486","ALL","ZAR","2018-01-31","486"
"487","AMD","YER","2018-01-31","487"
"488","ANG","XPF","2018-01-31","488"
"489","AOA","XOF","2018-01-31","489"
"490","ARS","XDR","2018-01-31","490"
"491","AUD","XCD","2018-01-31","491"
"492","AWG","XAF","2018-01-31","492"
"493","AZN","WST","2018-01-31","493"
"494","BAM","VUV","2018-01-31","494"
"495","BBD","VND","2018-01-31","495"
"496","BDT","VEF","2018-01-31","496"
"497","BGN","UZS","2018-01-31","497"
"498","BHD","UYU","2018-01-31","498"
"499","BIF","USD","2018-01-31","499"
"500","BMD","UGX","2018-01-31","500"
"501","BND","UAH","2018-01-31","501"
"502","BOB","TZS","2018-01-31","502"
"503","BRL","TWD","2018-01-31","503"
"504","BSD","TVD","2018-01-31","504"
"505","BTN","TTD","2018-01-31","505"
"506","BWP","TRY","2018-01-31","506"
"507","BYR","TOP","2018-01-31","507"
"508","BZD","TND","2018-01-31","508"
"509","CAD","TMT","2018-01-31","509"
"510","CDF","TJS","2018-01-31","510"
"511","CHF","THB","2018-01-31","511"
"512","CLP","SZL","2018-01-31","512"
"513","CNY","SYP","2018-01-31","513"
"514","COP","SVC","2018-01-31","514"
"515","CRC","STD","2018-01-31","515"
"516","CUC","SRD","2018-01-31","516"
"517","CUP","SPL","2018-01-31","517"
"518","CVE","SOS","2018-01-31","518"
"519","CZK","SLL","2018-01-31","519"
"520","DJF","SHP","2018-01-31","520"
"521","DKK","SGD","2018-01-31","521"
"522","DOP","SEK","2018-01-31","522"
"523","DZD","SDG","2018-01-31","523"
"524","EGP","SCR","2018-01-31","524"
"525","ERN","SBD","2018-01-31","525"
"526","ETB","SAR","2018-01-31","526"
"527","EUR","RWF","2018-01-31","527"
"528","FJD","RUB","2018-01-31","528"
"529","FKP","RSD","2018-01-31","529"
"530","GBP","RON","2018-01-31","530"
"531","GEL","QAR","2018-01-31","531"
"532","GGP","PYG","2018-01-31","532"
"533","GHS","PLN","2018-01-31","533"
"534","GIP","PKR","2018-01-31","534"
"535","GMD","PHP","2018-01-31","535"
"536","GNF","PGK","2018-01-31","536"
"537","GTQ","PEN","2018-01-31","537"
"538","GYD","PAB","2018-01-31","538"
"539","HKD","OMR","2018-01-31","539"
"540","HNL","NZD","2018-01-31","540"
"541","HRK","NPR","2018-01-31","541"
"542","HTG","NOK","2018-01-31","542"
"543","HUF","NIO","2018-01-31","543"
"544","IDR","NGN","2018-01-31","544"
"545","ILS","NAD","2018-01-31","545"
"546","IMP","MZN","2018-01-31","546"
"547","INR","MYR","2018-01-31","547"
"548","IQD","MXN","2018-01-31","548"
"549","IRR","MWK","2018-01-31","549"
"550","ISK","MVR","2018-01-31","550"
"551","JEP","MUR","2018-01-31","551"
"552","JMD","MRO","2018-01-31","552"
"553","JOD","MOP","2018-01-31","553"
"554","JPY","MNT","2018-01-31","554"
"555","KES","MMK","2018-01-31","555"
"556","KGS","MKD","2018-01-31","556"
"557","KHR","MGA","2018-01-31","557"
"558","KMF","MDL","2018-01-31","558"
"559","KPW","MAD","2018-01-31","559"
"560","KRW","LYD","2018-01-31","560"
"561","KWD","LSL","2018-01-31","561"
"562","KYD","LRD","2018-01-31","562"
"563","KZT","LKR","2018-01-31","563"
"564","LAK","LBP","2018-01-31","564"
"565","LBP","LAK","2018-01-31","565"
"566","LKR","KZT","2018-01-31","566"
"567","LRD","KYD","2018-01-31","567"
"568","LSL","KWD","2018-01-31","568"
"569","LYD","KRW","2018-01-31","569"
"570","MAD","KPW","2018-01-31","570"
"571","MDL","KMF","2018-01-31","571"
"572","MGA","KHR","2018-01-31","572"
"573","MKD","KGS","2018-01-31","573"
"574","MMK","KES","2018-01-31","574"
"575","MNT","JPY","2018-01-31","575"
"576","MOP","JOD","2018-01-31","576"
"577","MRO","JMD","2018-01-31","577"
"578","MUR","JEP","2018-01-31","578"
"579","MVR","ISK","2018-01-31","579"
"580","MWK","IRR","2018-01-31","580"
"581","MXN","IQD","2018-01-31","581"
"582","MYR","INR","2018-01-31","582"
"583","MZN","IMP","2018-01-31","583"
"584","NAD","ILS","2018-01-31","584"
"585","NGN","IDR","2018-01-31","585"
"586","NIO","HUF","2018-01-31","586"
"587","NOK","HTG","2018-01-31","587"
"588","NPR","HRK","2018-01-31","588"
"589","NZD","HNL","2018-01-31","589"
"590","OMR","HKD","2018-01-31","590"
"591","PAB","GYD","2018-01-31","591"
"592","PEN","GTQ","2018-01-31","592"
"593","PGK","GNF","2018-01-31","593"
"594","PHP","GMD","2018-01-31","594"
"595","PKR","GIP","2018-01-31","595"
"596","PLN","GHS","2018-01-31","596"
"597","PYG","GGP","2018-01-31","597"
"598","QAR","GEL","2018-01-31","598"
"599","RON","GBP","2018-01-31","599"
"600","RSD","FKP","2018-01-31","600"
"601","RUB","FJD","2018-01-31","601"
"602","RWF","EUR","2018-01-31","602"
"603","SAR","ETB","2018-01-31","603"
"604","SBD","ERN","2018-01-31","604"
"605","SCR","EGP","2018-01-31","605"
"606","SDG","DZD","2018-01-31","606"
"607","SEK","DOP","2018-01-31","607"
"608","SGD","DKK","2018-01-31","608"
"609","SHP","DJF","2018-01-31","609"
"610","SLL","CZK","2018-01-31","610"
"611","SOS","CVE","2018-01-31","611"
"612","SPL","CUP","2018-01-31","612"
"613","SRD","CUC","2018-01-31","613"
"614","STD","CRC","2018-01-31","614"
"615","SVC","COP","2018-01-31","615"
"616","SYP","CNY","2018-01-31","616"
"617","SZL","CLP","2018-01-31","617"
"618","THB","CHF","2018-01-31","618"
"619","TJS","CDF","2018-01-31","619"
"620","TMT","CAD","2018-01-31","620"
"621","TND","BZD","2018-01-31","621"
"622","TOP","BYR","2018-01-31","622"
"623","TRY","BWP","2018-01-31","623"
"624","TTD","BTN","2018-01-31","624"
"625","TVD","BSD","2018-01-31","625"
"626","TWD","BRL","2018-01-31","626"
"627","TZS","BOB","2018-01-31","627"
"628","UAH","BND","2018-01-31","628"
"629","UGX","BMD","2018-01-31","629"
"630","USD","BIF","2018-01-31","630"
"631","UYU","BHD","2018-01-31","631"
"632","UZS","BGN","2018-01-31","632"
"633","VEF","BDT","2018-01-31","633"
"634","VND","BBD","2018-01-31","634"
"635","VUV","BAM","2018-01-31","635"
"636","WST","AZN","2018-01-31","636"
"637","XAF","AWG","2018-01-31","637"
"638","XCD","AUD","2018-01-31","638"
"639","XDR","ARS","2018-01-31","639"
"640","XOF","AOA","2018-01-31","640"
"641","XPF","ANG","2018-01-31","641"
"642","YER","AMD","2018-01-31","642"
"643","ZAR","ALL","2018-01-31","643"
"644","ZMW","AFN","2018-01-31","644"
"645","ZWD","AED","2018-01-31","645"
"646","AFN","ZMW","2018-01-31","646"
"647","ALL","ZAR","2018-01-31","647"
"648","AMD","YER","2018-01-31","648"
"649","ANG","XPF","2018-01-31","649"
"650","AOA","XOF","2018-01-31","650"
"651","ARS","XDR","2018-01-31","651"
"652","AUD","XCD","2018-01-31","652"
"653","AWG","XAF","2018-01-31","653"
"654","AZN","WST","2018-01-31","654"
"655","BAM","VUV","2018-01-31","655"
"656","BBD","VND","2018-01-31","656"
"657","BDT","VEF","2018-01-31","657"
"658","BGN","UZS","2018-01-31","658"
"659","BHD","UYU","2018-01-31","659"
"660","BIF","USD","2018-01-31","660"
"661","BMD","UGX","2018-01-31","661"
"662","BND","UAH","2018-01-31","662"
"663","BOB","TZS","2018-01-31","663"
"664","BRL","TWD","2018-01-31","664"
"665","BSD","TVD","2018-01-31","665"
"666","BTN","TTD","2018-01-31","666"
"667","BWP","TRY","2018-01-31","667"
"668","BYR","TOP","2018-01-31","668"
